﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿"﻿﻿﻿""﻿﻿﻿﻿﻿﻿""""﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿Version""""""",
"DELIVER PACKAGE!", "PAKETİ TESLİM ET!"
"GET PACKAGE!", "PAKETİ AL!"
"DEFEND PACKAGE!", "PAKETİ KORU!"
"STOP PACKAGE!", "PAKETİ DURDUR!"
"Waiting on players", "Oyuncular bekleniyor"
"Hold", "Tut"
"for large map", "büyük harita için"
"Remain", "Sürdür"
"You Win!", "Kazandın!"
"Click on map to parachute in on that spot", "Atlayacağınız noktaya haritada tıklayın"
"Heavy", "Ağır"
"Scope 2x", "Dürbün 2x"
"Scope 4x", "Dürbün 4x"
"Scope 6x", "Dürbün 6x"
"Sniper Scope", "Sniper Dürbünü"
"Chickens don't really win anything but the honor of being in your stomach.", "Tavuklar, midenizde olmanın şerefinden başka bir şey kazanmazlar."
"Due to budget cuts, full chicken dinners are no longer available.  Here is a chicken nugget.", "Ekonomik kriz nedeniyle bütün tavuk veremiyoruz.  Onun yerine çorbasına ekmek ban."
"Congratulations! In an effort to decrease waste, War Brokers has awarded you a slightly used chicken dinner.", "Tebrikler! İsrafı azaltmak için, War Brokers size artan tavuk çorbasından bir tas verdi."
"You know even I amaze myself sometimes.", "Bilirsin bazen kendimi bile şaşırtıyorum."
"Wow!  You just survived all of that!", "Helaal!  Onca şeye rağmen iyi hayatta kaldın!"
"Can you hear me now?", "Şimdi beni duyabiliyor musun paşam?"
"Winner - It's your lucky day!", "Zafer - Bugün şanslı günün!"
"Nice Win! Next time will be harder.", "Güzel Zafer! Bir dahaki sefere daha zor olacak ona göre."
"Cheating detected.  Account banned.... Just kidding.", "Hile tespit edildi. Hesabınız kıyamete kadar banlandı .... Şaka şaka xd"
"Winner Winner Sausage Dinner!", "Hadi yine iyisin ekmek parası çıktı!"
"Wow, we've never seen anyone win in that particular way, in that particular spot, against those particular enemies, under those particular conditions before!", "Vaayy 40 yıllık çorba ustasıyım senin gibi kazananını ilk defa görüyorum."
"You've won! Tip: Keep doing that.", "Sen kazandın! İpucu: Bunu yapmaya devam et."
"Winner Winner losers for dinner!", "Hadi iyisin bu sefer de harçlığın çıktı."
"You Wrecked them!", "Onları pejmürde ettin!"
"Next time, don't forget the bubblegum!", "Bir dahaki sefere rakibe elleriyle oynamalarını söyle!"
"You've won a haiku.  I'm terrible at haikus.  So, here goes nothing... Wait...", "Bir sagu kazandın. Sagu'da berbatım. Şu an aklımda hiç sagu yok ... İlham geldiğinde alırsın ..."
"Congratulations, you've won these very words!", "Tebrikler, bu sözleri kazandınız!"
"I'm sorry, we don't serve poultry here.  Only justice.", "Üzgünüm, burada koyun gütmüyoruz. Yargı dağıtıyoruz."
"Studies have shown that your chances of losing are still 99.99999%.", "İsviçreli bilim adamlarının araştırmalarına göre kaybetme ihtimaliniz halen % 99.99999."
"Please proceed to the nuclear plant for your cake.", "Öyle ölmezler nükleer füze atsaydın."
"There is a party for you at Joja's Pizza.  Everyone still alive will be there!", "Senin için bir parti düzenledi. Hala hayatta olan herkes orada olacak!"
"Winner winner vulture dinner!  (Please note vulture stomachs may contain prior enemies...)", "Hadi yine iyisin KYK parası çıktı!  (Vakıf üniversitelerinde %400 burslu okuduysan dikkate alma...)"
"Winner!  We are required to inform you that your chicken dinner may contain lead bullets.", "Kazandın! Tavuk çorbasından mermi çekirdeği çıkabileceğini bildirmemiz gerekir."
"Congratulations!  Please do your part and clean the area of all shell casings.  Thank you.", "Tebrikler! Lütfen görevinizi yapın ve boşa sıktığınız mermilerin kovanlarını temizleyin. Teşekkür ederim."
"Fun Fact: You didn't lose!", "Komik Gerçek: Kaybetmedin!"
"Please remember to remove your Kelvar BEFORE your dinner!", "Akşam yemeğinden önce çelik yeleğinizi çıkarmayı unutmayın!"
"Haikus are the worst, and you deserve something more.  However, you lost.", "Alp Er Tunga öldi mü? Isız ajun kaldı mu? Ödlek öçin aldı mu? Emdi yürek yırtılur."
"Your consciousness is now being uploaded to the nearest crash test dummy unit...", "Bilinciniz şu anda en yakın çarpışma testi mankeni ünitesine yükleniyor ..."
"The cake was a lie.", "Öyle ölmezsin üzerine nükleer füze atsınlar."
"All these games are lost. Like tears, in rain.", "Bütün oyunları kaybettin. Aynı yağmurda kaybolan gözyaşlarım gibi."
"We regret to inform you that our previous message on using your dead enemies as floatation devices in case of emergency was, in fact, not true.  We apologize for the misinformation.", "Yüksek enflasyon nedeniyle bu akşam çorbada tavuk yok. Çorbanın yanından tavuk geçmiş sadece. "
"This is going on your permanent record.", "Bunu yenilgiyi siciline işleyeceğim ki aklın başına gelsin."
"For every action there is an equal and opposite reaction... like your body.", "Mermiye kafa atman sağlığın için zararlı olabilir."
"Tip: Don't die next time!", "İpucu: Bir dahaki sefere ölme!"
"You have war broke my heart.", "Sehirlere bombalar yagardi her gece sen hiç durmadan sağa sola rastgele ateş ederdin."
"Tip: When hiding from a nearby enemy, attempt to not die.", "İpucu: Yakındaki bir düşmandan saklanırken ölmemeye çalışın."
"You've won a participation trophy.  Congratulations!", "Bir katılım ödülü kazandın. Tebrikler!"
"Due to budget cuts on words, only winners receive complete", "Yüksek enflason nedeniyle kelimeleri yalnızca kazananlara veriyoruz artık."
"Research has shown that dying will not result in winning the game.", "Araştırmalar, ölmenin oyunu kazanmaya neden olmayacağını göstermiştir."
"Please do not toss your headphones across the room in frustration. --WB Team", "Lütfen kulaklığınızı takıp oynayın ev ahalisi savaş çıktığını zannedip paniklemesin. --WB Ekibi"
"'Pick yourself up.  Dust yourself off.  Start all over again.' --Fred Astaire, 1926", "Yenilen pehlivan, güreşe doymaz' --Türk atasözü"
"Your death has resulted in the immediate loss of your opportunity to win.", "Ölümünüz, kazanma şansınızı anında kaybetmenize neden oldu."
"Since you died, and we cannot find a will, we are hereby seizing your property and assets in name of the goverment of War Brokers.", "Öldüğünüz için mülklerinize War Brokers yönetimi adına kayyum atıyoruz."
"You death has made someone else very happy.  Congratulations!", "Ölümünüz birilerini çok mutlu etti. Tebrikler!"
"Thank you for contributing to The Grim Reapers daily quota.", "Azrail'in günlük kotasına katkıda bulunduğunuz için teşekkür ederiz."
"We are informing you that we will be dropping your body from 40,000 feet for 'research'.", "Araştırma için cesedinizi 10,000 metreden aşağı atacağımızı size bildiriyoruz."
"Next time, please die near the soccer goal so the winner can play with your dead body.", "Bir daha ki sefere git az ötede öl. Böylece kazanan cesedinle futbol oynamaz."
"We have now started the ritual to transform you into a pancake.", "Şimdi sizin cesedinizden çorba yapıp kazananlara tavuk çorbası diye yediriceğiz."
"There is always a second life... wait actually this was your only one.", "Her oyunda bir kaç can hakkı vardır... Şimdiden ilkini kullandın."
"There is always a second life... And you just used it up!", "Her oyunda bir kaç can hakkı vardır... Şimdiden sonuncusunu kullandın."
"Studies have shown that your chances of losing are 99.99999%.", "Araştırmalar kaybetme olasılığınızın %99.99999 olduğunu göstermiştir."
"Open Parachute", "Paraşütü aç"
"press ENTER", "Enter tuşuna basın"
"BACKPACK", "SIRT ÇANTASI"
"GROUND", "ZEMİN"
"Scramble to find the best loot and fight to be the last survivor.", "En iyi lootu bulmak ve hayatta kalan son kişi olmak için savaşın."
"Start with set weapon. Respawn each time you die.", "Silahını seç ve başla. Her öldüğünde tekrar doğarsın."
"Play New Game", "Yeni Oyun Başlat"
"SPECTATE", "İZLE"
"PLAY NEW GAME", "YENİ OYUN BAŞLAT"
"DEFEND BOMBS!", "BOMBALARI KORU!"
"DEFEND MISSILES!", "FÜZELERİ KORU!"
"KILLS", "ÖLDÜRÜLEN"
"Results", "Sonuçlar"
"to Arm Bomb", "Bombayı Kurmak için"
"to Lower Missile", "Füzeyi İndirmek için"
"Unused", "Kullanılmamış"
"Fall Faster", "Daha Hızlı Düşme"
"To view your full stats, please sign in.", "Tüm istatistiklerinizi görüntülemek için lütfen giriş yapın."
"Time Remaining", "Kalan süre"
"Vehicle Escort", "Araç Eskortluğu"
"To earn crates, complete missions, keep track of your XP, and to purchase coins in War Brokers, please sign in.", "Sandık kazanmak, görevleri tamamlamak, XP'nizi takip etmek ve War Brokers'ta jeton satın almak için lütfen oturum açın."
"Press L to Lock/Unlock Cursor", "İbreyi kilitlemek/açmak için L tuşuna basın."
"New Holiday skins!", "Yeni Tatil kostümü!"
"Earn a holiday crate for every 30 minutes of play!", "Oynadığınız her 30 dakikada bir tatil sandığı kazanın."
"New Weapons!", "Yeni Silahlar!"
"Try out the VSS (Close Range Sniper) and the .50 Cal Sniper!", "VSS'yi (Yakın Mesafe Keskin Nişancı) ve .50 kalibre Sniperı deneyin!"
"Other weapons like the Mini-Gun and Rifle have been buffed!", "Mini-Gun ve Tüfek gibi diğer silahlar da güçlendirildi!"
"DEATH MATCH", "ÖLÜM MAÇI"
"Starting in", "Başlıyor:"
"WAITING FOR ONE MORE PLAYER...", "DAHA FAZLA OYUNCUNUN GELMESİ BEKLİYOR ..."
"STARTING IN", "BAŞLIYOR:"
"CAPTURE POINTS", "ALAN SAVAŞI"
"VEHICLE ESCORT", "ARAÇ ESKORTU"
"MOVE THE TANK", "TANKI HAREKET ETTİR"
"Flag has been raised", "Bayrak Göndere Çekildi"
"Raising your flag", "Bayrağını Göndere Çek"
"Lowering enemy flag", "Düşman bayrağını indir"
"VSS", "VSS"
".50 Cal Sniper", ".50 Kalibre Sniper"
"Objective failed, switching sides.", "Amaç başarısız, taraf değiştiriliyor."
"Objective completed, switching sides.", "Amaç tamamlandı, taraf değiştirildi."
"You earned a Holiday Crate!!!", "Bir Tatil Sandığı kazandınız!!!"
"Bomb", "Bomba"
"was disarmed!", "imha edildi!"
"Missile", "Füze"
"was launched!", "fırlatıldı!"
"CITY POINT", "ŞEHİR MERKEZİ"
"TOMB", "MEZAR"
"BGM Overlay", "BGM Yükleme"
"Get the new limited time items!", "Yeni sınırlı zaman eşyalarını alın!"
"War Brokers Steam version 55% off until February 11:", "War Brokers Steam versiyonu 11Şubat'a kadar %55 indirimli: sınırlı süreli fırsat!"
"Faster load time", "Hızlı yükleme süresi"
"Turret", "Taret"
"You earned a Special Crate!!!", "Özel bir sandık kazandın!!!"
"Vulgar, offensive or derogatory words in your player name do not meet War Brokers standards.  Please choose a new name, and continue enjoying War Brokers", "Oyuncu adınızdaki kaba, rahatsız edici veya aşağılayıcı sözler War Brokers standartlarına uymuyor. Lütfen yeni bir ad seçin ve  War Brokers'ın tadını çıkarmaya devam edin"
"Vulgar, offensive or derogatory chat messages do not meet War Brokers standards. You have been warned for your behavior. Please be considerate of your fellow players and enjoy War Brokers", "Kaba, saldırgan veya aşağılayıcı sohbet mesajları War Brokers standartlarına uymuyor. Davranışınız için uyarıldınız. Lütfen oyunculara karşı saygılı ol ve War Brokers'ın tadını çıkar"
"Crossbow", "Yaylı Tüfek"
"THE SOMME", "HENDEK"
"Buy War Brokers on Steam!", "Steam'den War Brokersı satın alın!"
"Leprechaun Hat", "Leprikon Şapkası"
"Leprechaun Beard", "Leprikon Sakalı"
"Four Leaf Clover Decal (free)", "Dört Yapraklı Yonca Çıkartması (ücretsiz)"
"Leprechaun Ears (free)", "Leprikon Kulakları (ücretsiz)"
"Leprechaun Skin (free)", "Leprikon Kostümü (ücretsiz)"
"Please quit the server you are on before joining a new one!", "Lütfen yenisine katılmadan önce bulunduğunuz sunucudan çıkın!"
"Please choose a nick name that is not vulgar, religious, or has bad words.", "Lütfen kaba, dini veya kötü sözler içermeyen bir takma ad seçin."
"Unique Nick", "Benzersiz Takma Ad"
"FRIENDS", "ARKADAŞLAR"
"Friend List", "Arkadaş Listesi"
"Join", "Katıl"
"Remove", "Kaldır"
"Remove Friend?", "Arkadaş kaldırılsın mı?"
"Friend Requests", "Arkadaşlık istekleri"
"Accept", "Kabul Et"
"Decline", "Reddet"
"Find Someone", "Birini Bul"
"Request", "İstek Gönder"
"Death Match, Escort, Package Drop, Missile Launch, Bomb Disposal", "Ölüm Maçı, Eskort, Paket Bırakma, Füze Fırlatma, Bomba İmhası"
"SPECTATOR MODE", "İZLEYİCİ MODU"
"Waiting for free slot", "Bedava slot bekliyorum"
"Press 1 or 2 to cycle players", "Oyuncuları değiştirmek için 1 veya 2 düğmesine basın."
"Choose a nick", "Bir takma ad seçin"
"SCAR", "SCAR"
"TRIBUTE", "TRIBUTE"
"Stream on Twitch now to be featured here", "Şimdi Twitch'te yayın yap, sitede öne çık"
"Sign in to connect with friends!", "Arkadaşlarınızla bağlantı kurmak için oturum açın!"
"No pending invites...", "Bekleyen istek yok..."
"Offline", "Çevrimdışı"
"Players", "Oyuncular"
"No friends...", "Arkadaş yok..."
"No results...", "Bulunamadı..."
"COWBOYS WITH MATCHING HOLSTERS, HATS, BANDOLIER AND BANDANA - AVAILABLE IN THE STORE", "KOVBOY SILAH KILIFI, ŞAPKASI, MERMİLİĞİ VE BANDANASI ŞİMDİ MAĞAZADA!"
"SOMBRERO AND CUSTOMIZABLE FLAG BANDANA FREE WITH PLAY", "MEKSİKA ŞAPKASI VE ÖZELLEŞTİRİLEBİLİR BAYRAK BANDANASI OYUN İLE BEDAVA"
"ADS", "ADS"
"Head Shot SFX", "Head Shot SFX"
"Dynamic Lights", "Dinamik Işıklandırma"
" to Activate Terminal", "Terminali Etkinleştirmek için"
"Slow down to refuel", "Yakıt almak için yavaşlayın"
"Hold still to refuel", "Yakıt almak için hareket etmeyin"
"Fuel tank full", "Yakıt deposu doldu"
"Up to 4x faster frame rate than browser.", "Tarayıcıdan 4 kata kadar daha hızlı kare hızı alın."
"Steam exclusive Hazmat suit.", "Özel Steam Hazmat kıyafeti."
"3D positional audio versus stereo on browser.", "Tarayıcıda olmayan stereo 3D konumsal ses."
"Includes 1200 Coins", "1200 Jeton içerir"
"Unique orange nickname.", "Benzersiz turuncu takma ad."
"BATTLE ROYALE", "BATTLE ROYALE"
"CLASSIC", "KLASİK"
"You earned a Special Item!!!", "Özel Bir Eşya Kazandın!!!"
"Tactical Shotgun", "Taktik Av Tüfeği"
"Sprint", "Koşma"
"Chat Window", "Sohbet Penceresi"
"MOONBASE", "AY ÜSSÜ"
"ALL-TIME & DAILY LEADERBOARDS - WEAPON INFO - PERSONAL STATS - MAPS - COMICS - VIDEOS", "TÜM ZAMANLARIN VE GÜNLÜK LİDERLİK TABLOSU - SİLAH BİLGİSİ - KİŞİSEL İSTATİSTİKLER - HARİTALAR - KARİKATÜRLER - VİDEOLAR"
"Fire Mode", "Ateş modu"
"Scroll Wheel", "Kaydırma Tekerleği"
"Left mouse button to parachute", "Paraşütü açmak için farenin sol tuşuna bas"
"Right mouse button to spawn", "Yeniden doğmak için farenin sağ tuşuna bas"
"You are in screen shot mode. Press RIGHT SHIFT + 8 to turn on your gun so you can fire", "Ekran görüntüsü modundasınız. Silahınızı açmak için SAĞ SHIFT + 8 tuşlarına basın, böylece ateş edebilirsiniz"
"Activate Terminal", "Terminali Etkinleştir"
"Search", "Ara"
"AREA 15 BASE", "15. BÖLGE ÜSSÜ"
"AREA 15 BUNKER", "15. BÖLGE SIĞINAK"
"SKULL ISLAND", "KAFATASI ADASI"
"The human race is dead.", "İnsan ırkı öldü."
"The zombies are coming for you!  Make teams with other players to survive, or go it alone and kill everything that moves, the choice is yours...", "Zombiler senin için geliyor! Hayatta kalmak için diğer oyuncularla ekip çalışması yapın ya da yalnız gidin ve hareket eden her şeyi öldürün, seçim sizin ..."
"Change your nick to something else", "Change your nick to something else"
"Change Nick", "Change Nick"
"Default", "Default"
"Competitive", "Competitive"
"Lobby", "Lobby"
"COMPETITIVE", "COMPETITIVE"
"Team up with your friends in a 2x2 match", "Team up with your friends in a 2x2 match"
"LOBBY", "LOBBY"
"Elo -", "Elo -"
"Unable to connect to server, please try again", "Unable to connect to server, please try again"
"HANGAR", "HANGAR"
"KITCHEN", "KITCHEN"
"TEST", "TEST"
"Waiting for", "Waiting for"
"more player(s)", "more player(s)"
"Match Win!", "Match Win!"
"Match Loss!", "Match Loss!"
"Match Tie!", "Match Tie!"
"Waiting for the other team...", "Waiting for the other team..."
"Invite a player to team with you, join someone's team, or let the computer team you up automatically.  Press Play when ready.", "Invite a player to team with you, join someone's team, or let the computer team you up automatically.  Press Play when ready."
"Rifle", "Rifle"
"Light", "Light"
"Emblem Color", "Emblem Color"
"Party", "Party"
"Invite", "Invite"
"Private", "Private"
"Quit", "Quit"
"Leave", "Leave"
"Space Center", "Space Center"
"Rest Stop", "Rest Stop"
"Stadium", "Stadium"
"Trailer Park", "Trailer Park"
"Farmington Farms", "Farmington Farms"
"Old Wings Salvage", "Old Wings Salvage"
"Metro Airport", "Metro Airport"
"Training Grounds", "Training Grounds"
"The Diner", "The Diner"
"Train Station", "Train Station"
"Fuel Refinery", "Fuel Refinery"
"Grand City", "Grand City"
"The Port", "The Port"
"Government Park", "Government Park"
"Junkers", "Junkers"
"Skywatch Base", "Skywatch Base"
"Area 15", "Area 15"
"Mountain Base", "Mountain Base"
"Del Gato", "Del Gato"
"The Reactor", "The Reactor"
"Old Man's Cabin", "Old Man's Cabin"
"Pin Enemy", "Pin Enemy"
"CREATE WAR BROKERS ACCOUNT", "CREATE WAR BROKERS ACCOUNT"
"Solo", "Solo"
"Check this out", "Check this out"
"Enemy spotted", "Enemy spotted"
"Found", "Found"
"Marker cleared", "Marker cleared"
"Take my walkie talkie to a radar station", "Take my walkie talkie to a radar station"
"Cover me", "Cover me"
"Follow me", "Follow me"
"I need attachments", "I need attachments"
"I need armor", "I need armor"
"I need ammo", "I need ammo"
"I need health", "I need health"
"Let's stay here", "Let's stay here"
"Clear your ping marker", "Clear your ping marker"
"I need rifle ammo", "I need rifle ammo"
"I need unused ammo", "I need unused ammo"
"I need light ammo", "I need light ammo"
"I need heavy ammo", "I need heavy ammo"
"I need shotgun ammo", "I need shotgun ammo"
"DWARF'S DUNGEON", "DWARF'S DUNGEON"
"Error! Already is a friend", "Error! Already is a friend"
"Error! Please accept their invitation", "Error! Please accept their invitation"
"Loading...", "Loading..."
"Reconnecting", "Reconnecting"
"Error! You have already issued a friend request", "Error! You have already issued a friend request"
"Steam is offline, unable to connect", "Steam is offline, unable to connect"
"Duos Party", "Duos Party"
"Join Duo", "Join Duo"
"Invite to Duo", "Invite to Duo"
"Block Duo Invites", "Block Duo Invites"
"Fill (Will search for partner)", "Fill (Will search for partner)"
"No Fill (Will not search for partner)", "No Fill (Will not search for partner)"
"Leave Duo", "Leave Duo"
"YOUR PARTNER CAN REVIVE YOU.  HANG IN THERE!", "YOUR PARTNER CAN REVIVE YOU.  HANG IN THERE!"
"YOUR DUOS PARTNER IS", "YOUR DUOS PARTNER IS"
"HEAD TO A RADAR STATION AND ACTIVATE THE COMPUTER", "HEAD TO A RADAR STATION AND ACTIVATE THE COMPUTER"
"GET THE WALKIE TALKIE TO REVIVE YOUR TEAMMATE", "GET THE WALKIE TALKIE TO REVIVE YOUR TEAMMATE"
"FRONTIER", "FRONTIER"
"Invite a player to team with you, join someone's team.  Choose fill to search for a partner.  Press Play when ready.", "Invite a player to team with you, join someone's team.  Choose fill to search for a partner.  Press Play when ready."
